year,month,time,data,error,SElo,SEup,metric,timeseries,lat,lon,depth,order
1982,9,1982-09,0.2172489082969432,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1982,10,1982-10,0.1844978165938864,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1982,11,1982-11,0.0054585152838427,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1982,12,1982-12,0.046943231441048,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1983,1,1983-01,0.168122270742358,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1983,2,1983-02,0.1015283842794759,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1983,3,1983-03,0.0,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1983,4,1983-04,0.0065502183406113,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1983,5,1983-05,0.0687772925764192,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1983,6,1983-06,0.1713973799126637,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1983,7,1983-07,0.1179039301310043,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1983,8,1983-08,0.0502183406113537,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1983,9,1983-09,0.0032751091703056,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1983,10,1983-10,0.0010917030567685,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1983,11,1983-11,0.0,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1983,12,1983-12,0.1015283842794759,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1984,1,1984-01,0.2958515283842794,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1984,2,1984-02,0.1244541484716157,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1984,3,1984-03,0.1397379912663755,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1984,4,1984-04,0.3286026200873362,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1984,5,1984-05,0.2805676855895196,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1984,6,1984-06,0.3820960698689956,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1984,7,1984-07,0.1801310043668122,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1984,8,1984-08,0.1419213973799126,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1984,9,1984-09,0.1168122270742358,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1984,10,1984-10,0.3875545851528384,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1984,11,1984-11,0.3537117903930131,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1984,12,1984-12,0.2805676855895196,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1985,1,1985-01,0.6037117903930131,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1985,2,1985-02,0.740174672489083,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1985,3,1985-03,0.9683406113537116,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1985,4,1985-04,0.6397379912663755,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1985,5,1985-05,0.5414847161572053,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1985,6,1985-06,0.2019650655021834,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1985,7,1985-07,0.4323144104803493,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1985,8,1985-08,0.3460698689956332,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1985,9,1985-09,0.2281659388646288,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1985,10,1985-10,0.5731441048034934,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1985,11,1985-11,0.9541484716157204,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1985,12,1985-12,0.7740174672489083,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1986,1,1986-01,0.5960698689956332,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1986,2,1986-02,0.2270742358078602,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1986,3,1986-03,0.0283842794759825,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1986,4,1986-04,0.1746724890829694,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1986,5,1986-05,0.4563318777292576,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1986,6,1986-06,0.148471615720524,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1986,7,1986-07,0.4737991266375546,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1986,8,1986-08,0.6779475982532751,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1986,9,1986-09,0.3089519650655022,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1986,10,1986-10,0.4530567685589519,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1986,11,1986-11,0.2117903930131004,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1986,12,1986-12,0.0021834061135371,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1987,1,1987-01,0.2838427947598253,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1987,2,1987-02,0.1222707423580786,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1987,3,1987-03,0.3580786026200873,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1987,4,1987-04,0.1724890829694323,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1987,5,1987-05,0.2063318777292576,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1987,6,1987-06,0.2620087336244541,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1987,7,1987-07,0.1746724890829694,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1987,8,1987-08,0.4956331877729257,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1987,9,1987-09,0.2248908296943231,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1987,10,1987-10,0.222707423580786,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1987,11,1987-11,0.0600436681222707,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1987,12,1987-12,0.2467248908296943,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1988,1,1988-01,0.918122270742358,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1988,2,1988-02,0.6681222707423581,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1988,3,1988-03,0.6277292576419214,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1988,4,1988-04,0.1812227074235808,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1988,5,1988-05,0.2609170305676856,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1988,6,1988-06,0.1757641921397379,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1988,7,1988-07,0.5458515283842795,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1988,8,1988-08,0.5327510917030568,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1988,9,1988-09,0.7347161572052402,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1988,10,1988-10,0.8624454148471615,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1988,11,1988-11,0.675764192139738,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1988,12,1988-12,0.6954148471615721,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1989,1,1989-01,1.0,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1989,2,1989-02,1.0,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1989,3,1989-03,0.8820960698689956,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1989,4,1989-04,0.084061135371179,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1989,5,1989-05,0.2030567685589519,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1989,6,1989-06,0.2914847161572052,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1989,7,1989-07,0.4497816593886463,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1989,8,1989-08,0.7194323144104804,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1989,9,1989-09,0.2576419213973799,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1989,10,1989-10,0.3296943231441048,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1989,11,1989-11,0.1713973799126637,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1989,12,1989-12,0.0141921397379912,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1990,1,1990-01,0.5993449781659389,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1990,2,1990-02,0.8438864628820961,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1990,3,1990-03,0.9770742358078602,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1990,4,1990-04,0.1604803493449781,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1990,5,1990-05,0.4858078602620087,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1990,6,1990-06,0.131004366812227,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1990,7,1990-07,0.0960698689956331,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1990,8,1990-08,0.0895196506550218,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1990,9,1990-09,0.0382096069868995,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1990,10,1990-10,0.4465065502183406,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1990,11,1990-11,0.4268558951965066,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1990,12,1990-12,0.6233624454148472,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1991,1,1991-01,0.9847161572052402,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1991,2,1991-02,0.767467248908297,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1991,3,1991-03,0.7740174672489083,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1991,4,1991-04,0.8013100436681223,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1991,5,1991-05,0.980349344978166,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1991,6,1991-06,0.8296943231441049,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1991,7,1991-07,0.5818777292576419,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1991,8,1991-08,0.2543668122270742,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1991,9,1991-09,0.2794759825327511,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1991,10,1991-10,0.3122270742358078,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1991,11,1991-11,0.517467248908297,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1991,12,1991-12,0.675764192139738,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1992,1,1992-01,0.6604803493449781,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1992,2,1992-02,0.0021834061135371,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1992,3,1992-03,0.0,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1992,4,1992-04,0.0,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1992,5,1992-05,0.0,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1992,6,1992-06,0.0491266375545851,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1992,7,1992-07,0.029475982532751,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1992,8,1992-08,0.2631004366812227,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1992,9,1992-09,0.1779475982532751,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1992,10,1992-10,0.0534934497816593,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1992,11,1992-11,0.0141921397379912,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1992,12,1992-12,0.0906113537117904,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1993,1,1993-01,0.601528384279476,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1993,2,1993-02,0.1910480349344978,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1993,3,1993-03,0.056768558951965,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1993,4,1993-04,0.0032751091703056,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1993,5,1993-05,0.0,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1993,6,1993-06,0.0338427947598253,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1993,7,1993-07,0.324235807860262,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1993,8,1993-08,0.1899563318777292,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1993,9,1993-09,0.3089519650655022,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1993,10,1993-10,0.1670305676855895,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1993,11,1993-11,0.1823144104803493,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1993,12,1993-12,0.2030567685589519,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1994,1,1994-01,0.0873362445414847,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
1994,2,1994-02,0.2849344978165939,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 35.5-40N,nan,nan,2.0,1.0
